20768 TRCID	CASRN	Nist-Mod
13030	90162246	2 1 4 2 2 3 2 81
13752	24434091	2 1 4 2 2 3 2 81
17496	19686965	2 1 4 2 2 3 2 81
17685	4527780	2 1 4 2 2 3 2 81
26440	1744714	2 1 4 2 2 32
458	106661	2 1 4 2 2 34
757	111513	2 1 4 2 2 34
10309	75121265	2 1 4 2 2 45
10968	51149236	2 1 4 2 2 45
24963	109160	2 1 4 2 2 7 2 25 2 77
4797	615985	2 1 4 2 2 77
31154	213539710	2 1 4 2 2 77 2 78 1 80
31146	0	2 1 4 2 2 77 3 78 1 80
15325	66688708	2 1 4 2 2 78 1 80
16111	0	2 1 4 2 2 78 2 202
15964	0	2 1 4 2 2 9 1 13 1 37
10254	67263267	2 1 4 2 2 9 3 57 1 155
17027	0	2 1 4 2 2 9 4 12 2 78
31023	3030475	2 1 4 2 3 34
8521	13398588	2 1 4 2 3 78 2 79
8687	936550	2 1 4 2 3 78 2 79
27734	13398328	2 1 4 2 3 78 2 79
27739	936561	2 1 4 2 3 78 2 79
12813	42433614	2 1 4 2 3 9 1 11 1 13 1 17
16686	0	2 1 4 2 3 9 1 11 2 12
29514	0	2 1 4 2 3 9 2 10 1 11 2 22
29513	0	2 1 4 2 3 9 2 10 1 11 2 25
30669	35112744	2 1 4 2 4 24 2 135 2 176
13724	3015665	2 1 4 2 4 53 2 128
13933	100383979	2 1 4 2 4 78 1 203
15635	93915878	2 1 4 2 4 78 1 203
16094	0	2 1 4 2 4 78 1 79 1 80 1 82
8821	0	2 1 4 2 4 78 2 79
8822	0	2 1 4 2 4 78 2 79
12870	54410990	2 1 4 2 4 78 2 79
16468	0	2 1 4 2 4 78 2 79
17401	105946029	2 1 4 2 4 78 2 79
21823	54411017	2 1 4 2 4 78 2 79
26293	19419159	2 1 4 2 4 78 2 79
26678	19489044	2 1 4 2 4 78 2 79
27685	66358972	2 1 4 2 4 9 1 12 1 13 1 79
21601	0	2 1 4 2 4 9 1 12 1 13 1 81
15956	0	2 1 4 2 4 9 1 12 1 178
17792	6465743	2 1 4 2 4 9 1 13 1 17
1585	1571864	2 1 4 2 4 9 2 12
13110	17171743	2 1 4 2 4 9 2 12
16499	0	2 1 4 2 4 9 2 12
2061	1962750	2 1 4 2 4 9 2 128
2895	3126907	2 1 4 2 4 9 2 128
8185	84742	2 1 4 2 4 9 2 128
2224	2132845	2 1 4 2 5 9 1 13
2225	2132856	2 1 4 2 5 9 1 13
2226	2132867	2 1 4 2 5 9 1 13
4753	613296	2 1 4 2 5 9 1 155
8724	0	2 1 4 2 6 9 2 10 2 12
14713	3031230	2 1 4 2 6 9 2 10 2 12
17025	0	2 1 4 2 6 9 2 10 2 12
31958	36125992	2 1 4 2 6 9 2 10 2 128
31965	94686825	2 1 4 2 6 9 2 10 2 128
31966	94686836	2 1 4 2 6 9 2 10 2 128
31967	95696610	2 1 4 2 6 9 2 10 2 128
24438	17354142	2 1 4 2 6 9 2 10 2 157 2 178
15193	65148518	2 1 4 2 7 9 1 10 1 17 1 25 1 130 1 178
21456	6127748	2 1 4 2 7 9 3 10 1 17 2 25 1 178
16938	0	2 1 4 2 8 78 2 80
15437	7641818	2 1 4 2 8 9 2 10 2 12
22960	79832863	2 1 4 2 8 9 2 10 2 13 8 78 2 79
23056	85600562	2 1 4 2 8 9 2 10 2 13 8 78 2 79
22950	71332837	2 1 4 2 8 9 4 10 2 22 2 66
11388	1674108	2 1 4 78 1 203
5793	767124	2 1 4 78 1 79 1 80 1 81
21179	49817541	2 1 4 78 1 79 1 80 1 81
13500	5402288	2 1 4 78 1 79 1 80 1 82
13501	5402299	2 1 4 78 1 79 1 80 1 82
17717	55539043	2 1 4 78 1 79 1 80 1 82
15690	0	2 1 4 78 1 79 1 85
11374	1638262	2 1 4 78 1 80
16	2207014	2 1 4 78 2 79
17	2207047	2 1 4 78 2 79
6917	624293	2 1 4 78 2 79
7382	638040	2 1 4 78 2 79
8076	589902	2 1 4 78 2 79
8077	591219	2 1 4 78 2 79
8653	2207036	2 1 4 78 2 79
11107	583573	2 1 4 78 2 79
24289	6876239	2 1 4 78 2 79
25050	69685683	2 1 4 78 2 79
9106	20557953	2 1 4 78 2 79 1 80
9107	20557964	2 1 4 78 2 79 1 80
10959	28644588	2 1 4 78 2 79 1 80
10960	28644599	2 1 4 78 2 79 1 80
14174	127924	2 1 4 78 2 79 1 80
14521	20497807	2 1 4 78 2 79 1 80
16944	0	2 1 4 78 2 79 1 80
22078	0	2 1 4 78 2 79 1 80
22147	2034539	2 1 4 78 2 79 1 80
16394	0	2 1 4 78 3 79 1 301
16842	0	2 1 4 78 4 79
18043	99191272	2 1 4 78 4 79
31694	134623	2 1 4 9 1 10 1 11 1 103
16073	0	2 1 4 9 1 10 1 11 1 12 1 39
16518	0	2 1 4 9 1 10 1 11 1 26
30698	19177049	2 1 4 9 1 10 1 11 1 26
18763	5195391	2 1 4 9 1 10 1 12 1 78 1 203
22042	2177482	2 1 4 9 1 10 1 13 1 202
11633	2664326	2 1 4 9 1 10 1 13 1 21
3405	4132483	2 1 4 9 1 10 1 13 1 24
15341	67233958	2 1 4 9 1 10 1 13 1 24 1 25
116	5433012	2 1 4 9 1 10 1 13 1 64
4384	586618	2 1 4 9 1 10 1 13 1 64
5497	7073941	2 1 4 9 1 10 1 13 1 64
14580	23152990	2 1 4 9 1 10 1 13 1 65
8569	27098186	2 1 4 9 1 10 1 13 2 26 1 64 1 78
28082	27098131	2 1 4 9 1 10 1 13 2 26 1 64 1 78
23101	27098197	2 1 4 9 1 10 1 13 2 26 1 74 1 78
23102	27098142	2 1 4 9 1 10 1 13 2 26 1 74 1 78
18572	0	2 1 4 9 1 10 1 13 4 78 1 79 1 203
15221	66244551	2 1 4 9 1 10 1 25 1 44 1 53 1 302
5939	79958	2 1 4 9 1 10 2 17 4 53 1 195
15660	96040947	2 1 4 9 1 10 6 11 1 13 1 301
3943	527844	2 1 4 9 1 11 1 13
3997	535773	2 1 4 9 1 11 1 13
6553	99876	2 1 4 9 1 11 1 13
6230	91678	2 1 4 9 1 11 1 155
9603	2307699	2 1 4 9 1 11 1 26 1 122
16771	0	2 1 4 9 1 11 1 82 1 195
16916	0	2 1 4 9 1 11 5 78 1 79 1 195
7099	536607	2 1 4 9 1 12 1 13 1 14
12512	5195404	2 1 4 9 1 12 1 13 1 78 1 79
12517	5195379	2 1 4 9 1 12 1 13 1 78 1 79
11401	17057828	2 1 4 9 1 12 1 13 1 79
21931	33967189	2 1 4 9 1 12 1 13 1 81
2360	22699703	2 1 4 9 1 12 1 178
8215	937304	2 1 4 9 1 12 1 178
22436	2142645	2 1 4 9 1 12 1 178
3717	4912929	2 1 4 9 1 12 1 78 1 195
2090	1985597	2 1 4 9 1 12 2 78 1 195
17627	34599616	2 1 4 9 1 12 2 79 1 178
32840	10297731	2 1 4 9 1 122 1 178
3055	34123596	2 1 4 9 1 13 1 101 1 306
1065	122032	2 1 4 9 1 13 1 123
3999	536663	2 1 4 9 1 13 1 124
8057	5651478	2 1 4 9 1 13 1 124
11163	2438042	2 1 4 9 1 13 1 124
12563	20185551	2 1 4 9 1 13 1 127
13578	6623989	2 1 4 9 1 13 1 127
15185	64277856	2 1 4 9 1 13 1 127
4837	618451	2 1 4 9 1 13 1 17
6157	88697	2 1 4 9 1 13 1 17
6557	99898	2 1 4 9 1 13 1 17
18009	94670027	2 1 4 9 1 13 1 25 1 153
5248	643287	2 1 4 9 1 13 1 36
6554	99887	2 1 4 9 1 13 1 36
2180	2077136	2 1 4 9 1 13 1 53
2602	2621467	2 1 4 9 1 13 1 53
13692	7073930	2 1 4 9 1 13 1 53
5281	6526723	2 1 4 9 1 13 1 57
2112	2022675	2 1 4 9 1 13 1 71
13412	403394	2 1 4 9 1 13 1 71
14547	2193386	2 1 4 9 1 13 1 71
28083	27098120	2 1 4 9 1 13 2 26 1 71 1 78
28637	27098175	2 1 4 9 1 13 2 26 1 71 1 78
14445	182134812	2 1 4 9 2 10 1 26 2 77 1 202
16404	0	2 1 4 9 2 10 2 22
390	105055	2 1 4 9 2 12
1245	135013	2 1 4 9 2 12
1350	141935	2 1 4 9 2 12
11292	13556553	2 1 4 9 2 12 1 78 1 80
5204	636533	2 1 4 9 2 128
6047	84662	2 1 4 9 2 128
7381	636099	2 1 4 9 2 128
11844	4175535	2 1 4 9 2 13 1 78
3421	4175546	2 1 4 9 2 13 2 78
21945	27546492	2 1 4 9 2 13 2 78
22999	0	2 1 4 9 2 13 4 78 2 79
2427	2379557	2 1 4 9 2 39
9076	0	2 1 4 9 2 78 1 178 1 195
30727	4923915	2 1 4 9 3 10 1 187
6221	91554	2 1 4 9 3 10 1 306
27865	79947	2 1 4 9 5 10 2 17 4 64 1 195
26254	61208933	2 1 4 9 6 78 2 195
5503	7098206	2 1 40 2
9981	17671271	2 1 40 2 1 22
53	3072035	2 1 40 2 2 22
12306	7098217	2 1 41 2
5504	7098228	2 1 42 2
13165	13475473	2 1 42 2 2 22
15382	7098239	2 1 43 2
13662	94278098	2 1 43 2 2 22
6952	7098240	2 1 44 2
14373	16395316	2 1 44 2 2 135
13574	65540774	2 1 44 2 2 22
15383	7098251	2 1 45 2
5505	7098262	2 1 46 2
15384	7098273	2 1 47 2
30909	542483	2 1 47 2 1 19
5293	6596403	2 1 48 2
9783	7667767	2 1 49 2
1367	142825	2 1 5 2
24525	2763679	2 1 5 2 1 100
4108	544401	2 1 5 2 1 135
11860	42841805	2 1 5 2 1 135
25713	7309446	2 1 5 2 1 135
25836	20291616	2 1 5 2 1 135
5546	7207490	2 1 5 2 1 177
9029	7207503	2 1 5 2 1 177
9030	7207514	2 1 5 2 1 177
3563	4485090	2 1 5 2 1 19
3776	502567	2 1 5 2 1 19
5975	821556	2 1 5 2 1 19
6255	925780	2 1 5 2 1 19
33300	24431343	2 1 5 2 1 19 1 22
22580	71203377	2 1 5 2 1 19 1 65 1 77 11 78 6 79 2 80 1 202
12763	3001669	2 1 5 2 1 192
17734	58159129	2 1 5 2 1 206
434	106309	2 1 5 2 1 22
730	111115	2 1 5 2 1 22
4035	540181	2 1 5 2 1 22
4462	591684	2 1 5 2 1 22
5037	626777	2 1 5 2 1 22
7248	2445763	2 1 5 2 1 22
32695	10397225	2 1 5 2 1 22 1 25
32703	14144366	2 1 5 2 1 22 1 25
32709	14144424	2 1 5 2 1 22 1 25
32713	14144479	2 1 5 2 1 22 1 25
32718	14144537	2 1 5 2 1 22 1 25
32743	7419978	2 1 5 2 1 22 1 25
29971	53439784	2 1 5 2 1 22 1 77
1373	142961	2 1 5 2 1 25
1957	18641822	2 1 5 2 1 25
4306	5756434	2 1 5 2 1 25
22661	35075242	2 1 5 2 1 25 1 133
16414	0	2 1 5 2 1 25 2 45
26601	108846942	2 1 5 2 1 25 4 77
1554	1559359	2 1 5 2 1 3 1 131
377	104767	2 1 5 2 1 3 1 14
1708	1653403	2 1 5 2 1 3 1 14
4341	58175578	2 1 5 2 1 3 1 14
5963	817914	2 1 5 2 1 3 1 14
10836	0	2 1 5 2 1 3 1 14
11224	1070322	2 1 5 2 1 3 1 14
12926	60435703	2 1 5 2 1 3 1 14
13006	7212535	2 1 5 2 1 3 1 14
13763	41065956	2 1 5 2 1 3 1 14
15308	66576327	2 1 5 2 1 3 1 14
13681	49824433	2 1 5 2 1 3 1 20
30715	7786290	2 1 5 2 1 3 1 20
30742	2570970	2 1 5 2 1 3 1 20
323	103093	2 1 5 2 1 3 1 21
2159	2051505	2 1 5 2 1 3 1 21
9047	54515774	2 1 5 2 1 3 1 21
18082	0	2 1 5 2 1 3 1 21
18074	0	2 1 5 2 1 3 1 23
14328	1541099	2 1 5 2 1 3 1 24
28863	0	2 1 5 2 1 3 1 25 1 81
15812	0	2 1 5 2 1 3 1 29
28161	1315054717	2 1 5 2 1 3 1 29
14007	103099430	2 1 5 2 1 3 1 4 15 78 3 79
1364	14272470	2 1 5 2 1 3 1 42
2818	3004931	2 1 5 2 1 3 1 42
12586	6061105	2 1 5 2 1 3 1 42
12769	3274291	2 1 5 2 1 3 1 42
16343	0	2 1 5 2 1 3 1 42
28113	57403755	2 1 5 2 1 3 1 42
28146	128342712	2 1 5 2 1 3 1 42
28148	727722169	2 1 5 2 1 3 1 42
30665	26741242	2 1 5 2 1 3 1 5
16190	0	2 1 5 2 1 3 1 5 1 25
18895	0	2 1 5 2 1 3 1 5 1 6
17597	30480047	2 1 5 2 1 3 1 5 1 7
324	103117	2 1 5 2 1 3 1 5 1 77
6819	42928858	2 1 5 2 1 3 1 5 1 77
31235	0	2 1 5 2 1 3 1 5 2 77
4203	557368	2 1 5 2 1 3 1 63
1988	18908662	2 1 5 2 1 3 1 64
4202	557357	2 1 5 2 1 3 1 64
16344	0	2 1 5 2 1 3 1 64
28157	402494659	2 1 5 2 1 3 1 64
12701	20279510	2 1 5 2 1 3 1 77 1 81
1125	123966	2 1 5 2 1 3 1 81
4417	589628	2 1 5 2 1 3 1 81
4425	589980	2 1 5 2 1 3 1 81
8252	6169068	2 1 5 2 1 3 1 81
8488	90365632	2 1 5 2 1 3 1 81
22121	22658920	2 1 5 2 1 3 1 81
22199	5978701	2 1 5 2 1 3 1 81
22459	70492669	2 1 5 2 1 3 1 81
18486	0	2 1 5 2 1 3 15 9 2 10 1 195
27327	98352751	2 1 5 2 1 3 15 9 3 10 1 176
16399	4810019	2 1 5 2 1 3 4 78 1 79
12582	2883058	2 1 5 2 1 3 5 78 1 79
18272	0	2 1 5 2 1 3 5 78 1 79
12835	49826804	2 1 5 2 1 3 5 9 1 12
18196	0	2 1 5 2 1 3 5 9 1 12 1 25
9892	13921169	2 1 5 2 1 3 5 9 1 187
14100	114792379	2 1 5 2 1 3 5 9 10 78 2 79 1 195
14101	114792380	2 1 5 2 1 3 5 9 10 78 2 79 1 195
17998	94376020	2 1 5 2 1 3 7 78 3 79
18032	95278323	2 1 5 2 1 3 7 78 3 79
18585	0	2 1 5 2 1 3 7 78 3 79
5413	693163	2 1 5 2 1 30
29408	34566046	2 1 5 2 1 30
29409	34566057	2 1 5 2 1 30
799	111922	2 1 5 2 1 32
11508	20352674	2 1 5 2 1 32
3518	4385040	2 1 5 2 1 34
11609	24551993	2 1 5 2 1 34
11965	5392574	2 1 5 2 1 4 1 14 1 82
14073	1113004	2 1 5 2 1 4 1 14 1 82
18045	99799265	2 1 5 2 1 4 1 14 1 82
4877	62108070	2 1 5 2 1 4 1 5 1 82
14733	3121833	2 1 5 2 1 4 2 14
778	1117799	2 1 5 2 1 45
5091	628615	2 1 5 2 1 45
6558	999075	2 1 5 2 1 45
18931	0	2 1 5 2 1 5 1 8
2102	20063927	2 1 5 2 1 6
6599	10405853	2 1 5 2 1 6
8880	10405842	2 1 5 2 1 6
8947	20063778	2 1 5 2 1 6
8952	2198234	2 1 5 2 1 6
13107	2216388	2 1 5 2 1 6
13252	20237461	2 1 5 2 1 6
13570	6434771	2 1 5 2 1 6
13571	6434782	2 1 5 2 1 6
30889	196109189	2 1 5 2 1 6 1 22
18889	0	2 1 5 2 1 6 1 7
780	111795	2 1 5 2 1 6 1 77
2038	19447291	2 1 5 2 1 66
2106	20184898	2 1 5 2 1 66
2107	20184912	2 1 5 2 1 66
9830	10519207	2 1 5 2 1 66 1 77
3610	4588185	2 1 5 2 1 7
15913	0	2 1 5 2 1 7
18850	0	2 1 5 2 1 8 1 14
22972	0	2 1 5 2 1 8 1 66 4 78 1 202
18758	42044746	2 1 5 2 1 8 5 9 1 10
19001	0	2 1 5 2 1 8 5 9 1 10
14022	103752938	2 1 5 2 10 9 1 10 1 195
14160	123936845	2 1 5 2 13 9 4 10 1 13
1828	1732101	2 1 5 2 2 22
7239	2050206	2 1 5 2 2 22
19811	1724487	2 1 5 2 2 22
29993	1414586234	2 1 5 2 2 22 3 25 2 77
15560	90724893	2 1 5 2 2 25
15955	0	2 1 5 2 2 25
21705	0	2 1 5 2 2 25
21583	5702465	2 1 5 2 2 25 1 78 1 80
13657	937940	2 1 5 2 2 25 1 80
8455	22645325	2 1 5 2 2 25 2 79
8456	22645336	2 1 5 2 2 25 2 79
17441	13687053	2 1 5 2 2 3 1 14 1 81
17954	91391445	2 1 5 2 2 3 1 14 1 81
17395	10544975	2 1 5 2 2 3 1 5 1 81
17373	102444826	2 1 5 2 2 3 10 78 2 79
13786	57740100	2 1 5 2 2 3 2 14
17682	4469856	2 1 5 2 2 3 2 81
25316	109171	2 1 5 2 2 7 3 25 2 77
15293	66359680	2 1 5 2 2 9 4 12 2 78
19887	72072323	2 1 5 2 3 25
27740	939673	2 1 5 2 3 78 2 79
27741	939662	2 1 5 2 3 78 2 79
13937	100544125	2 1 5 2 4 78 1 203
18451	0	2 1 5 2 4 9 1 11 1 13
10661	156952817	2 1 5 2 4 9 1 12 1 13 4 78 1 79
13121	3307015	2 1 5 2 4 9 1 13 1 17
13366	3307004	2 1 5 2 4 9 1 13 1 17
13741	17404443	2 1 5 2 4 9 1 13 1 17
13744	1818082	2 1 5 2 4 9 1 13 1 17
13746	18626987	2 1 5 2 4 9 1 13 1 17
13760	37631100	2 1 5 2 4 9 1 13 1 17
17318	97218456	2 1 5 2 4 9 1 13 1 17
17319	97218467	2 1 5 2 4 9 1 13 1 17
17919	88928307	2 1 5 2 4 9 1 13 1 17
15391	71521863	2 1 5 2 4 9 2 12
11867	4353280	2 1 5 2 5 25
12672	18335154	2 1 5 2 5 9 1 13
12673	18335176	2 1 5 2 5 9 1 13
13017	777220	2 1 5 2 5 9 1 13
18194	0	2 1 5 2 5 9 1 13 1 25
15093	59048930	2 1 5 2 5 9 1 19 1 307
16589	0	2 1 5 2 6 78 2 79 1 203
18372	0	2 1 5 2 6 78 4 79
15194	65148529	2 1 5 2 7 9 1 10 1 17 1 25 1 130 1 178
15636	94030565	2 1 5 2 7 9 2 10 1 13
18581	0	2 1 5 2 7 9 2 10 1 13
18582	0	2 1 5 2 7 9 2 10 1 13
18583	0	2 1 5 2 7 9 2 10 1 13
19904	36640967	2 1 5 2 8 53 4 128
29259	1380311216	2 1 5 2 8 78 4 79
11502	20053898	2 1 5 78 1 203
17746	60059225	2 1 5 78 1 79 1 80 1 202
4434	590669	2 1 5 78 1 80
6621	13151514	2 1 5 78 2 79
17699	54267775	2 1 5 78 2 79
25875	13151503	2 1 5 78 2 79
9134	55679408	2 1 5 78 2 79 1 80
9135	55679419	2 1 5 78 2 79 1 80
16843	0	2 1 5 78 2 79 1 80
19185	56579363	2 1 5 78 2 79 1 80
22379	0	2 1 5 78 2 79 1 80 1 201
2140	20454813	2 1 5 78 2 80
10088	22741157	2 1 5 78 2 80 1 126
7890	19740342	2 1 5 78 4 79 1 80
17164	0	2 1 5 78 4 79 1 80
27773	24145888	2 1 5 78 4 79 1 80
27774	24145899	2 1 5 78 4 79 1 80
15405	72804934	2 1 5 9 1 10 1 12 1 39
15411	73348499	2 1 5 9 1 10 1 12 1 39
7549	766778	2 1 5 9 1 10 1 172
5943	80159	2 1 5 9 1 10 1 184
891	1125888	2 1 5 9 1 10 1 186
8871	0	2 1 5 9 1 10 1 24 1 70
8872	0	2 1 5 9 1 10 1 24 1 70
11644	2741164	2 1 5 9 1 10 1 26
12361	769595	2 1 5 9 1 10 1 301
8213	934532	2 1 5 9 1 10 1 46
16887	0	2 1 5 9 1 10 1 78 1 79 2 202
4369	585320	2 1 5 9 1 10 1 85
16899	0	2 1 5 9 1 10 2 78 2 79 1 202
3906	52073048	2 1 5 9 1 100 1 307
15952	0	2 1 5 9 1 12 1 46
28580	122098	2 1 5 9 1 12 1 85
16912	0	2 1 5 9 1 12 2 78 2 79 1 80 1 202
6370	939480	2 1 5 9 1 129
6510	98828	2 1 5 9 1 13
30618	857237253	2 1 5 9 1 13 1 132
30862	871518842	2 1 5 9 1 13 1 133
1027	120456	2 1 5 9 1 13 1 22
9691	3299056	2 1 5 9 1 13 1 25
13736	10137878	2 1 5 9 1 13 1 32
21624	0	2 1 5 9 1 13 1 34
24620	31508448	2 1 5 9 1 13 1 77
22792	35947707	2 1 5 9 1 13 1 80 1 126
3024	33687740	2 1 5 9 1 13 1 81 1 305
10690	180988527	2 1 5 9 1 13 2 25 1 78 2 80
5832	776885	2 1 5 9 1 13 2 25 1 80
28187	6666315	2 1 5 9 1 13 2 26
28188	6666337	2 1 5 9 1 13 2 26
23084	4233094	2 1 5 9 1 13 2 26 1 78
27713	21589606	2 1 5 9 1 13 2 26 1 78
16898	0	2 1 5 9 1 13 2 78 1 79 1 202
18487	0	2 1 5 9 1 13 2 78 1 79 1 202
6229	91667	2 1 5 9 1 155
12980	6668242	2 1 5 9 1 178 1 301
12445	935671	2 1 5 9 1 24 1 195
3878	515402	2 1 5 9 1 44 1 195
8826	0	2 1 5 9 1 64 1 195
28631	0	2 1 5 9 1 70 1 82 1 178
22787	35947650	2 1 5 9 1 79 1 126 1 195
8095	617947	2 1 5 9 1 82 1 195
16569	0	2 1 5 9 2 10 1 11 2 12
16856	0	2 1 5 9 2 10 1 11 2 12
6115	875796	2 1 5 9 2 10 1 307
3690	483783	2 1 5 9 2 10 2 11 1 13
15116	60263163	2 1 5 9 2 10 2 11 1 13
16568	0	2 1 5 9 2 10 2 11 1 13
30527	175205502	2 1 5 9 2 10 2 53 1 307
9073	0	2 1 5 9 2 78 3 79 1 80 1 195
11618	25683970	2 1 5 9 5 78 1 79 1 195
12366	7719791	2 1 50 2
4373	5856666	2 1 52 2
6967	7719826	2 1 54 2
12121	5856677	2 1 55 2
12358	7667789	2 1 56 2
13953	101477592	2 1 57 2 1 32
5789	7667803	2 1 58 2
30914	145298926	2 1 59 2 1 19
765	111659	2 1 6 2
11515	2050944	2 1 6 2 1 113
2184	2082599	2 1 6 2 1 121
25575	3698951	2 1 6 2 1 135
25881	24768421	2 1 6 2 1 135
25882	24768432	2 1 6 2 1 135
25883	24768443	2 1 6 2 1 135
4941	624168	2 1 6 2 1 19
5415	693549	2 1 6 2 1 19
5969	820291	2 1 6 2 1 19
6285	928803	2 1 6 2 1 19
33302	1071574429	2 1 6 2 1 19 1 22
13340	28884880	2 1 6 2 1 19 1 66
12616	13281113	2 1 6 2 1 192
436	106321	2 1 6 2 1 22
1822	1731846	2 1 6 2 1 22
2259	2173560	2 1 6 2 1 22
2316	2216811	2 1 6 2 1 22
2615	2639636	2 1 6 2 1 22
5038	626824	2 1 6 2 1 22
8162	7778872	2 1 6 2 1 22
9899	14144480	2 1 6 2 1 22 1 25
32691	14144435	2 1 6 2 1 22 1 25
32704	14144377	2 1 6 2 1 22 1 25
32719	14144548	2 1 6 2 1 22 1 25
32724	14144593	2 1 6 2 1 22 1 25
32729	14144640	2 1 6 2 1 22 1 25
32737	14144731	2 1 6 2 1 22 1 25
987	1190392	2 1 6 2 1 22 1 77
29972	104629916	2 1 6 2 1 22 1 77
11460	18636663	2 1 6 2 1 25
11487	1969433	2 1 6 2 1 25
11959	53685782	2 1 6 2 1 25
17512	21464028	2 1 6 2 1 25 2 78 1 80
8517	130893173	2 1 6 2 1 3 1 14
12795	38514022	2 1 6 2 1 3 1 14
12796	38514033	2 1 6 2 1 3 1 14
12797	38514044	2 1 6 2 1 3 1 14
12798	38514055	2 1 6 2 1 3 1 14
13021	818815	2 1 6 2 1 3 1 14
13298	2430220	2 1 6 2 1 3 1 14
13757	3525255	2 1 6 2 1 3 1 14
13826	817469	2 1 6 2 1 3 1 14
13827	817607	2 1 6 2 1 3 1 14
15329	66793859	2 1 6 2 1 3 1 14
15683	998652	2 1 6 2 1 3 1 14
22360	124842699	2 1 6 2 1 3 1 14
22391	110453786	2 1 6 2 1 3 1 14
18050	99867999	2 1 6 2 1 3 1 14 1 135
7997	40379246	2 1 6 2 1 3 1 21
16262	0	2 1 6 2 1 3 1 21
22051	0	2 1 6 2 1 3 1 21
22247	0	2 1 6 2 1 3 1 21
17278	0	2 1 6 2 1 3 1 23
15832	0	2 1 6 2 1 3 1 24
15833	0	2 1 6 2 1 3 1 24
18049	99867988	2 1 6 2 1 3 1 24
23193	0	2 1 6 2 1 3 1 24
13204	1559360	2 1 6 2 1 3 1 25 1 131
28868	103862233	2 1 6 2 1 3 1 25 1 81
7642	3115284	2 1 6 2 1 3 1 42
7676	16493804	2 1 6 2 1 3 1 42
13300	24323215	2 1 6 2 1 3 1 42
13309	25234257	2 1 6 2 1 3 1 42
13377	35205799	2 1 6 2 1 3 1 42
28112	59614889	2 1 6 2 1 3 1 42
28145	124918656	2 1 6 2 1 3 1 42
28165	59614867	2 1 6 2 1 3 1 42
12611	13151296	2 1 6 2 1 3 1 5
28067	849464762	2 1 6 2 1 3 1 5
17910	86198085	2 1 6 2 1 3 1 5 1 22
2313	2216355	2 1 6 2 1 3 1 64
18305	0	2 1 6 2 1 3 1 64
28129	114862065	2 1 6 2 1 3 1 64
28130	0	2 1 6 2 1 3 1 64
28155	118665262	2 1 6 2 1 3 1 64
28156	124842724	2 1 6 2 1 3 1 64
9808	10297071	2 1 6 2 1 3 1 65 2 77
18324	0	2 1 6 2 1 3 1 77 1 81
4493	5932796	2 1 6 2 1 3 1 81
4938	623938	2 1 6 2 1 3 1 81
4952	624511	2 1 6 2 1 3 1 81
5107	628999	2 1 6 2 1 3 1 81
21869	70419066	2 1 6 2 1 3 1 81
25616	61925506	2 1 6 2 1 3 1 81
25617	61925493	2 1 6 2 1 3 1 81
29427	70419077	2 1 6 2 1 3 1 81
24853	19408845	2 1 6 2 1 3 3 9 2 10 1 17 1 24 1 100
22372	0	2 1 6 2 1 3 5 78 1 79
29414	74069742	2 1 6 2 1 30
29416	869278886	2 1 6 2 1 30
2577	2568903	2 1 6 2 1 309
13593	66793768	2 1 6 2 1 32
111	5277112	2 1 6 2 1 34
3054	3405456	2 1 6 2 1 34
14207	13175309	2 1 6 2 1 4 1 14 1 82
15076	57740064	2 1 6 2 1 4 1 14 1 82
17187	0	2 1 6 2 1 4 1 14 1 82
17420	13175252	2 1 6 2 1 4 1 14 1 82
17644	38564339	2 1 6 2 1 4 1 5 1 82
944	115844	2 1 6 2 1 4 2 14
16535	0	2 1 6 2 1 4 2 14
17188	0	2 1 6 2 1 4 2 14
16415	0	2 1 6 2 1 4 2 5
15705	0	2 1 6 2 1 4 2 64
11658	28123708	2 1 6 2 1 45
12720	2216366	2 1 6 2 1 45
12757	28123684	2 1 6 2 1 45
17587	28123695	2 1 6 2 1 45
2007	19150211	2 1 6 2 1 6
2031	19398891	2 1 6 2 1 6
5602	7433569	2 1 6 2 1 6
8943	19398379	2 1 6 2 1 6
8944	19689180	2 1 6 2 1 6
8945	19689191	2 1 6 2 1 6
11479	19398868	2 1 6 2 1 6
11503	20063972	2 1 6 2 1 6
13243	19398880	2 1 6 2 1 6
13257	20348510	2 1 6 2 1 6
13619	7433785	2 1 6 2 1 6
18798	6816177	2 1 6 2 1 6
1845	17463013	2 1 6 2 1 6 1 77
423	105759	2 1 6 2 1 6 2 77
424	105760	2 1 6 2 1 6 2 77
26945	23784589	2 1 6 2 1 6 5 9 1 10 1 103
2035	1942467	2 1 6 2 1 66
2430	2384852	2 1 6 2 1 66
2431	2384863	2 1 6 2 1 66
9795	10031922	2 1 6 2 1 66 1 77
30946	14447042	2 1 6 2 1 66 2 77
2802	2980714	2 1 6 2 1 7
11745	33717918	2 1 6 2 1 7
19915	5459370	2 1 6 2 1 7 1 77
10645	145853378	2 1 6 2 1 75
18851	0	2 1 6 2 1 8 1 42
8711	0	2 1 6 2 1 8 3 9 1 10 2 11
14156	122120030	2 1 6 2 13 9 4 10 1 13
22516	116422721	2 1 6 2 16 9 4 10 4 12
22518	116445911	2 1 6 2 16 9 4 10 4 12
15377	70199303	2 1 6 2 2 100
21957	10263964	2 1 6 2 2 100
7801	112516	2 1 6 2 2 135
