IdDippr	T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)
137	383	214	0.8327	1.03E-05	Jonas, J., Hasha, D. and Huang, S. G. (1980) Density effects on transport properties in liquid cyclohexane.J. Phys. Chem. 84, 109.
501	328.2	0.101	0.841	3.45E-05	Collings, AF; LA Woolf, 1975.
501	328.2	28.7	0.8669	2.81E-05	Collings, AF; LA Woolf, 1975.
501	328.2	50.4	0.8829	2.40E-05	Collings, AF; LA Woolf, 1975.
501	328.2	105.9	0.9157	1.77E-05	Collings, AF; LA Woolf, 1975.
501	328.2	150.1	0.9364	1.38E-05	Collings, AF; LA Woolf, 1975.
501	333.2	0.101	0.8539	3.70E-05	Collings, AF; LA Woolf, 1975.
501	333.2	28.6	0.8625	2.94E-05	Collings, AF; LA Woolf, 1975.
501	333.2	51	0.8795	2.58E-05	Collings, AF; LA Woolf, 1975.
501	333.2	52.4	0.8804	2.55E-05	Collings, AF; LA Woolf, 1975.
501	333.2	66.9	0.89	2.35E-05	Collings, AF; LA Woolf, 1975.
501	333.2	90.7	0.9042	2.10E-05	Collings, AF; LA Woolf, 1975.
501	333.2	105.9	0.9124	1.89E-05	Collings, AF; LA Woolf, 1975.
501	333.2	111.3	0.9152	1.89E-05	Collings, AF; LA Woolf, 1975.
501	333.2	147.1	0.9322	1.61E-05	Collings, AF; LA Woolf, 1975.
501	333.2	149.6	0.9333	1.64E-05	Collings, AF; LA Woolf, 1975.
501	333.2	154.4	0.9354	1.46E-05	Collings, AF; LA Woolf, 1975.
501	288.2	0.101	0.8843	1.85E-05	Collings, AF; LA Woolf, 1972.
501	288.2	7.1	0.8901	1.71E-05	Collings, AF; LA Woolf, 1972.
501	288.2	9.5	0.8918	1.69E-05	Collings, AF; LA Woolf, 1972.
501	288.2	19.2	0.8989	1.61E-05	Collings, AF; LA Woolf, 1972.
501	288.2	20.8	0.8998	1.58E-05	Collings, AF; LA Woolf, 1972.
501	288.2	28.3	0.9048	1.49E-05	Collings, AF; LA Woolf, 1972.
501	298.2	0.101	0.8738	2.21E-05	Collings, AF; LA Woolf, 1972.
501	298.2	14.1	0.8851	1.92E-05	Collings, AF; LA Woolf, 1972.
501	298.2	21	0.8901	1.81E-05	Collings, AF; LA Woolf, 1972.
501	298.2	27.9	0.8951	1.70E-05	Collings, AF; LA Woolf, 1972.
501	298.2	28.3	0.8953	1.71E-05	Collings, AF; LA Woolf, 1972.
501	298.2	42.7	0.9046	1.56E-05	Collings, AF; LA Woolf, 1972.
501	298.2	54.4	0.9114	1.44E-05	Collings, AF; LA Woolf, 1972.
501	298.2	57.2	0.9142	1.39E-05	Collings, AF; LA Woolf, 1972.
501	298.2	59.6	0.9145	1.39E-05	Collings, AF; LA Woolf, 1972.
501	298.2	64.5	0.9171	1.37E-05	Collings, AF; LA Woolf, 1972.
501	313.2	0.101	0.8578	2.79E-05	Collings, AF; LA Woolf, 1972.
501	313.2	25.9	0.8802	2.26E-05	Collings, AF; LA Woolf, 1972.
501	313.2	33.1	0.8863	2.21E-05	Collings, AF; LA Woolf, 1972.
501	313.2	51	0.8968	1.94E-05	Collings, AF; LA Woolf, 1972.
501	313.2	62.4	0.9041	1.82E-05	Collings, AF; LA Woolf, 1972.
501	313.2	95.4	0.9209	1.52E-05	Collings, AF; LA Woolf, 1972.
501	313.2	97.5	0.9223	1.49E-05	Collings, AF; LA Woolf, 1972.
501	303	0.1	0.8681	2.40E-05	Collings, AF; LA Woolf, 1972.
501	303	0.1	0.8681	2.31E-05	Collings, AF; LA Woolf, 1972.
501	303	26.3	0.8871	1.91E-05	Collings, AF; LA Woolf, 1972.
501	303	50	0.9011	1.65E-05	Collings, AF; LA Woolf, 1972.
501	303	78.4	0.9153	1.35E-05	Collings, AF; LA Woolf, 1972.
501	348	6	0.8252	4.07E-05	Collings, AF; LA Woolf, 1972.
501	348	6.4	0.8256	3.91E-05	Collings, AF; LA Woolf, 1972.
501	348	49.8	0.8623	2.82E-05	Collings, AF; LA Woolf, 1972.
501	348	98.8	0.8931	2.26E-05	Collings, AF; LA Woolf, 1972.
501	348	147.9	0.9177	1.64E-05	Collings, AF; LA Woolf, 1972.
501	348	152.1	0.9196	1.56E-05	Collings, AF; LA Woolf, 1972.
501	348	248	0.9572	1.09E-05	Collings, AF; LA Woolf, 1972.
501	348	295.8	0.9727	9.33E-06	Collings, AF; LA Woolf, 1972.
501	393	14.5	0.7863	6.19E-05	Collings, AF; LA Woolf, 1972.
501	393	16.1	0.7883	5.94E-05	Collings, AF; LA Woolf, 1972.
501	393	54.5	0.8272	4.36E-05	Collings, AF; LA Woolf, 1972.
501	393	104.5	0.8632	3.67E-05	Collings, AF; LA Woolf, 1972.
501	393	149	0.881	2.82E-05	Collings, AF; LA Woolf, 1972.
501	393	198.5	0.911	2.41E-05	Collings, AF; LA Woolf, 1972.
501	393	249	0.9311	1.95E-05	Collings, AF; LA Woolf, 1972.
501	393	295.7	0.9474	1.59E-05	Collings, AF; LA Woolf, 1972.
501	393	350.6	0.9645	1.45E-05	Collings, AF; LA Woolf, 1972.
501	393	394.6	0.977	1.15E-05	Collings, AF; LA Woolf, 1972.
501	393	454.4	0.9925	1.00E-05	Collings, AF; LA Woolf, 1972.
501	433	16.5	0.7465	8.72E-05	Collings, AF; LA Woolf, 1972.
501	433	17.1	0.7475	9.11E-05	Collings, AF; LA Woolf, 1972.
501	433	52.2	0.7914	7.26E-05	Collings, AF; LA Woolf, 1972.
501	433	77	0.814	5.97E-05	Collings, AF; LA Woolf, 1972.
501	433	98.2	0.8303	5.13E-05	Collings, AF; LA Woolf, 1972.
501	433	150.5	0.863	4.24E-05	Collings, AF; LA Woolf, 1972.
501	433	202.3	0.8888	3.86E-05	Collings, AF; LA Woolf, 1972.
501	433	255.4	0.911	3.05E-05	Collings, AF; LA Woolf, 1972.
501	433	298	0.9266	2.42E-05	Collings, AF; LA Woolf, 1972.
501	433	351	0.9441	2.13E-05	Collings, AF; LA Woolf, 1972.
501	433	400	0.9586	1.77E-05	Collings, AF; LA Woolf, 1972.
502	219.54	0.1	0.9353	4.20E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	219.51	25	0.9470	3.42E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	219.54	50.2	0.9577	2.71E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	219.54	75.4	0.9675	2.19E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	219.54	99.7	0.9761	1.74E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	219.54	149.8	0.9917	1.11E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	248.27	0.1	0.9084	8.84E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.12	0.1	0.9021	1.08E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.39	25	0.9162	8.80E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.17	49.9	0.9290	7.41E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.1	75.2	0.9405	6.39E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.12	102	0.9515	5.16E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.12	150.2	0.9689	3.83E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.09	199.7	0.9843	2.80E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	255.09	248	0.9974	2.08E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.5	0.1	0.8851	1.53E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	272.99	0.1	0.8855	1.54E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.25	25	0.9012	1.30E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.22	49.9	0.9150	1.10E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.2	74.8	0.9271	9.28E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.27	99.7	0.9380	7.82E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.4	149.7	0.9572	5.82E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	273.42	199.7	0.9736	4.40E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.26	0.1	0.8621	2.24E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.65	0.1	0.8618	2.31E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.64	0.1	0.8618	2.27E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.13	0.1	0.8622	2.21E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.16	25	0.8804	1.90E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.16	50.2	0.8959	1.63E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.16	74.8	0.9090	1.41E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.16	99.7	0.9209	1.23E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.16	149.5	0.9417	9.56E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.13	199.7	0.9597	7.35E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.16	248.4	0.9750	5.88E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	0.1	0.8622	2.30E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	0.1	0.8622	2.29E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	28.8	0.8829	1.88E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	56.1	0.8992	1.55E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	72.2	0.9077	1.42E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	125.5	0.9321	1.08E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	155.7	0.9441	9.23E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	212.2	0.9638	7.10E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	247.3	0.9747	5.76E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	300	0.9896	4.62E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	298.15	369.1	1.0062	3.44E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	325.66	0.1	0.8363	3.26E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	325.64	0.1	0.8363	3.17E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	25.2	0.8597	2.70E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	50.7	0.8769	2.30E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	74.8	0.8910	2.10E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	100.5	0.9042	1.85E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	150.3	0.9264	1.43E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	199.4	0.9452	1.12E-05	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
502	323.18	248.8	0.9617	9.33E-06	McCool, M. A. and Woolf, L. A. (1972) Pressure and temperature dependence of the self-di¤usion of carbon tetrachloride. J. Chem. Soc. Faraday ¹rans.I 68, 1971.
1571	408	0.1	0.9796	6.35E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	395	0.1	0.9951	5.54E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	373	0.1	1.0204	4.36E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	362	0.1	1.0327	4.00E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	350	0.1	1.0459	3.50E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	338	0.1	1.0589	3.20E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	325	0.1	1.0726	2.60E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	316	0.1	1.0820	2.40E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	308	0.1	1.0903	2.00E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	301	0.1	1.0975	1.59E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	281	0.1	1.1176	1.47E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	267	0.1	1.1314	1.00E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	252	0.1	1.1460	5.60E-06	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	238	0.1	1.1594	5.40E-06	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1571	229	0.1	1.1679	4.20E-06	Ertl, H. and Dullien, F. A. L. (1973a) self-di¤usion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1502	186	0.1	1.0956	1.50E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	186	10	1.0990	1.40E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	186	50	1.1116	1.15E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	210	0.0131	1.0735	2.40E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	210	10	1.0728	2.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	210	50	1.0933	2.00E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	210	100	1.1146	1.60E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	210	150	1.1324	1.35E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	233	0.0482	1.0350	3.50E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	233	10	1.0436	3.40E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	233	50	1.0732	2.80E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	233	100	1.1024	2.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	233	150	1.1258	2.00E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	233	200	1.1453	1.65E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	258	0.1473	0.9909	4.90E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	258	10	1.0066	4.70E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	258	50	1.0475	3.85E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	258	100	1.0856	3.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	258	150	1.1152	2.80E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	258	200	1.1393	2.35E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	283	0.3612	0.9436	6.25E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	283	10	0.9647	6.00E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	283	50	1.0179	5.25E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	283	100	1.0649	4.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1502	283	150	1.1005	3.60E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
